acl_name,conformer_definition,nodes,deviant_properties,flag
['nyse-captest-to-janest'],"{'statements': [{'class': 'org.batfish.datamodel.routing_policy.statement.If', 'comment': '~RMCLAUSE~nyse-captest-to-janest~10~', 'falseStatements': [{'class': 'org.batfish.datamodel.routing_policy.statement.Statements$StaticStatement', 'type': 'ReturnLocalDefaultAction'}], 'guard': {'class': 'org.batfish.datamodel.routing_policy.expr.MatchPrefixSet', 'prefix': {'class': 'org.batfish.datamodel.routing_policy.expr.DestinationNetwork'}, 'prefixSet': {'class': 'org.batfish.datamodel.routing_policy.expr.NamedPrefixSet', 'name': 'nyse-captest-to-janest-ucast-p1'}}, 'trueStatements': [{'class': 'org.batfish.datamodel.routing_policy.statement.SetCommunity', 'expr': {'class': 'org.batfish.datamodel.routing_policy.expr.LiteralCommunitySet', 'communities': ['64712:21961']}}, {'class': 'org.batfish.datamodel.routing_policy.statement.SetLocalPreference', 'localPreference': {'class': 'org.batfish.datamodel.routing_policy.expr.LiteralLong', 'value': 190}}, {'class': 'org.batfish.datamodel.routing_policy.statement.SetMetric', 'metric': {'class': 'org.batfish.datamodel.routing_policy.expr.LiteralLong', 'value': 0}}, {'class': 'org.batfish.datamodel.routing_policy.statement.Statements$StaticStatement', 'type': 'ReturnTrue'}]}]}",['mah-nsw-a3b'],"[['statements=trueStatements=class', 'org.batfish.datamodel.routing_policy.statement.SetMetric']]",Needs inspection
['optionsit-to-janest'],"{'statements': [{'class': 'org.batfish.datamodel.routing_policy.statement.If', 'comment': '~RMCLAUSE~optionsit-to-janest~10~', 'falseStatements': [{'class': 'org.batfish.datamodel.routing_policy.statement.Statements$StaticStatement', 'type': 'ReturnLocalDefaultAction'}], 'guard': {'class': 'org.batfish.datamodel.routing_policy.expr.MatchPrefixSet', 'prefix': {'class': 'org.batfish.datamodel.routing_policy.expr.DestinationNetwork'}, 'prefixSet': {'class': 'org.batfish.datamodel.routing_policy.expr.NamedPrefixSet', 'name': 'optionsit-neptune-to-janest-ucast-p2'}}, 'trueStatements': [{'class': 'org.batfish.datamodel.routing_policy.statement.SetCommunity', 'expr': {'class': 'org.batfish.datamodel.routing_policy.expr.LiteralCommunitySet', 'communities': ['65012:11912']}}, {'class': 'org.batfish.datamodel.routing_policy.statement.SetLocalPreference', 'localPreference': {'class': 'org.batfish.datamodel.routing_policy.expr.LiteralLong', 'value': 50}}, {'class': 'org.batfish.datamodel.routing_policy.statement.SetMetric', 'metric': {'class': 'org.batfish.datamodel.routing_policy.expr.LiteralLong', 'value': 0}}, {'class': 'org.batfish.datamodel.routing_policy.statement.Statements$StaticStatement', 'type': 'ReturnTrue'}]}]}",['ld4-nsw-0220b'],"[['statements=trueStatements=class', 'org.batfish.datamodel.routing_policy.statement.SetMetric']]",Needs inspection
['optionsit-to-janest'],"{'statements': [{'class': 'org.batfish.datamodel.routing_policy.statement.If', 'comment': '~RMCLAUSE~optionsit-to-janest~10~', 'falseStatements': [{'class': 'org.batfish.datamodel.routing_policy.statement.Statements$StaticStatement', 'type': 'ReturnLocalDefaultAction'}], 'guard': {'class': 'org.batfish.datamodel.routing_policy.expr.MatchPrefixSet', 'prefix': {'class': 'org.batfish.datamodel.routing_policy.expr.DestinationNetwork'}, 'prefixSet': {'class': 'org.batfish.datamodel.routing_policy.expr.NamedPrefixSet', 'name': 'optionsit-neptune-to-janest-ucast-p1'}}, 'trueStatements': [{'class': 'org.batfish.datamodel.routing_policy.statement.SetCommunity', 'expr': {'class': 'org.batfish.datamodel.routing_policy.expr.LiteralCommunitySet', 'communities': ['64751:11911']}}, {'class': 'org.batfish.datamodel.routing_policy.statement.SetLocalPreference', 'localPreference': {'class': 'org.batfish.datamodel.routing_policy.expr.LiteralLong', 'value': 190}}, {'class': 'org.batfish.datamodel.routing_policy.statement.SetMetric', 'metric': {'class': 'org.batfish.datamodel.routing_policy.expr.LiteralLong', 'value': 0}}, {'class': 'org.batfish.datamodel.routing_policy.statement.Statements$StaticStatement', 'type': 'ReturnTrue'}]}]}",['ld4-nsw-core1'],"[['statements=trueStatements=class', 'org.batfish.datamodel.routing_policy.statement.SetMetric']]",Needs inspection
['optionsit-to-janest'],"{'statements': [{'class': 'org.batfish.datamodel.routing_policy.statement.If', 'comment': '~RMCLAUSE~optionsit-to-janest~10~', 'falseStatements': [{'class': 'org.batfish.datamodel.routing_policy.statement.Statements$StaticStatement', 'type': 'ReturnLocalDefaultAction'}], 'guard': {'class': 'org.batfish.datamodel.routing_policy.expr.MatchPrefixSet', 'prefix': {'class': 'org.batfish.datamodel.routing_policy.expr.DestinationNetwork'}, 'prefixSet': {'class': 'org.batfish.datamodel.routing_policy.expr.NamedPrefixSet', 'name': 'optionsit-merrill-fut-to-janest-ucast-p1'}}, 'trueStatements': [{'class': 'org.batfish.datamodel.routing_policy.statement.SetCommunity', 'expr': {'class': 'org.batfish.datamodel.routing_policy.expr.LiteralCommunitySet', 'communities': ['65091:11911']}}, {'class': 'org.batfish.datamodel.routing_policy.statement.SetLocalPreference', 'localPreference': {'class': 'org.batfish.datamodel.routing_policy.expr.LiteralLong', 'value': 190}}, {'class': 'org.batfish.datamodel.routing_policy.statement.SetMetric', 'metric': {'class': 'org.batfish.datamodel.routing_policy.expr.LiteralLong', 'value': 0}}, {'class': 'org.batfish.datamodel.routing_policy.statement.Statements$StaticStatement', 'type': 'ReturnTrue'}]}]}",['fr2-nsw-0315b'],"[['statements=trueStatements=class', 'org.batfish.datamodel.routing_policy.statement.SetMetric']]",Needs inspection
['optionsit-to-janest'],"{'statements': [{'class': 'org.batfish.datamodel.routing_policy.statement.If', 'comment': '~RMCLAUSE~optionsit-to-janest~10~', 'falseStatements': [{'class': 'org.batfish.datamodel.routing_policy.statement.Statements$StaticStatement', 'type': 'ReturnLocalDefaultAction'}], 'guard': {'class': 'org.batfish.datamodel.routing_policy.expr.MatchPrefixSet', 'prefix': {'class': 'org.batfish.datamodel.routing_policy.expr.DestinationNetwork'}, 'prefixSet': {'class': 'org.batfish.datamodel.routing_policy.expr.NamedPrefixSet', 'name': 'optionsit-merrill-fut-to-janest-ucast-p2'}}, 'trueStatements': [{'class': 'org.batfish.datamodel.routing_policy.statement.SetCommunity', 'expr': {'class': 'org.batfish.datamodel.routing_policy.expr.LiteralCommunitySet', 'communities': ['65091:11912']}}, {'class': 'org.batfish.datamodel.routing_policy.statement.SetLocalPreference', 'localPreference': {'class': 'org.batfish.datamodel.routing_policy.expr.LiteralLong', 'value': 180}}, {'class': 'org.batfish.datamodel.routing_policy.statement.SetMetric', 'metric': {'class': 'org.batfish.datamodel.routing_policy.expr.LiteralLong', 'value': 0}}, {'class': 'org.batfish.datamodel.routing_policy.statement.Statements$StaticStatement', 'type': 'ReturnTrue'}]}]}",['fr2-nsw-0316b'],"[['statements=trueStatements=class', 'org.batfish.datamodel.routing_policy.statement.SetMetric']]",Needs inspection
['chx-to-janest-mcast'],"{'statements': [{'class': 'org.batfish.datamodel.routing_policy.statement.If', 'comment': '~RMCLAUSE~chx-to-janest-mcast~10~', 'falseStatements': [{'class': 'org.batfish.datamodel.routing_policy.statement.Statements$StaticStatement', 'type': 'ReturnLocalDefaultAction'}], 'guard': {'class': 'org.batfish.datamodel.routing_policy.expr.MatchPrefixSet', 'prefix': {'class': 'org.batfish.datamodel.routing_policy.expr.DestinationNetwork'}, 'prefixSet': {'class': 'org.batfish.datamodel.routing_policy.expr.NamedPrefixSet', 'name': 'chx-no-export-to-janest-mcast-p1'}}, 'trueStatements': [{'class': 'org.batfish.datamodel.routing_policy.statement.SetCommunity', 'expr': {'class': 'org.batfish.datamodel.routing_policy.expr.LiteralCommunitySet', 'communities': ['65535:65281']}}, {'class': 'org.batfish.datamodel.routing_policy.statement.SetLocalPreference', 'localPreference': {'class': 'org.batfish.datamodel.routing_policy.expr.LiteralLong', 'value': 190}}, {'class': 'org.batfish.datamodel.routing_policy.statement.SetMetric', 'metric': {'class': 'org.batfish.datamodel.routing_policy.expr.LiteralLong', 'value': 0}}, {'class': 'org.batfish.datamodel.routing_policy.statement.Statements$StaticStatement', 'type': 'ReturnTrue'}]}]}",['chi-nsw-102b'],"[['statements=trueStatements=class', 'org.batfish.datamodel.routing_policy.statement.SetMetric']]",Needs inspection
['hk1-inet-to-hk1-wan'],"{'statements': [{'class': 'org.batfish.datamodel.routing_policy.statement.If', 'comment': '~RMCLAUSE~hk1-inet-to-hk1-wan~10~', 'falseStatements': [{'class': 'org.batfish.datamodel.routing_policy.statement.Statements$StaticStatement', 'type': 'ReturnLocalDefaultAction'}], 'guard': {'class': 'org.batfish.datamodel.routing_policy.expr.MatchPrefixSet', 'prefix': {'class': 'org.batfish.datamodel.routing_policy.expr.DestinationNetwork'}, 'prefixSet': {'class': 'org.batfish.datamodel.routing_policy.expr.NamedPrefixSet', 'name': 'hk1-inet-to-hk1-wan'}}, 'trueStatements': [{'class': 'org.batfish.datamodel.routing_policy.statement.SetLocalPreference', 'localPreference': {'class': 'org.batfish.datamodel.routing_policy.expr.LiteralLong', 'value': 150}}, {'class': 'org.batfish.datamodel.routing_policy.statement.Statements$StaticStatement', 'type': 'ReturnTrue'}]}]}",['hk1-nsw-wan2'],"[['statements=trueStatements=localPreference=value', 150]]",Needs inspection
['hkg-inet-to-hkg-wan'],"{'statements': [{'class': 'org.batfish.datamodel.routing_policy.statement.If', 'comment': '~RMCLAUSE~hkg-inet-to-hkg-wan~10~', 'falseStatements': [{'class': 'org.batfish.datamodel.routing_policy.statement.Statements$StaticStatement', 'type': 'ReturnLocalDefaultAction'}], 'guard': {'class': 'org.batfish.datamodel.routing_policy.expr.MatchPrefixSet', 'prefix': {'class': 'org.batfish.datamodel.routing_policy.expr.DestinationNetwork'}, 'prefixSet': {'class': 'org.batfish.datamodel.routing_policy.expr.NamedPrefixSet', 'name': 'hkg-inet-to-hkg-wan'}}, 'trueStatements': [{'class': 'org.batfish.datamodel.routing_policy.statement.SetLocalPreference', 'localPreference': {'class': 'org.batfish.datamodel.routing_policy.expr.LiteralLong', 'value': 100}}, {'class': 'org.batfish.datamodel.routing_policy.statement.Statements$StaticStatement', 'type': 'ReturnTrue'}]}]}",['hkg-nsw-wan2'],"[['statements=trueStatements=localPreference=value', 100]]",Needs inspection
['microsoft-to-janest'],"{'statements': [{'class': 'org.batfish.datamodel.routing_policy.statement.If', 'comment': '~RMCLAUSE~microsoft-to-janest~10~', 'falseStatements': [{'class': 'org.batfish.datamodel.routing_policy.statement.Statements$StaticStatement', 'type': 'ReturnLocalDefaultAction'}], 'guard': {'class': 'org.batfish.datamodel.routing_policy.expr.MatchAsPath', 'expr': {'class': 'org.batfish.datamodel.routing_policy.expr.NamedAsPathSet', 'name': 'microsoft-to-janest-ucast-p1'}}, 'trueStatements': [{'class': 'org.batfish.datamodel.routing_policy.statement.SetMetric', 'metric': {'class': 'org.batfish.datamodel.routing_policy.expr.LiteralLong', 'value': 0}}, {'class': 'org.batfish.datamodel.routing_policy.statement.Statements$StaticStatement', 'type': 'ReturnTrue'}]}]}",['igm-nsw-inet1'],"[['statements=trueStatements=class', 'org.batfish.datamodel.routing_policy.statement.SetMetric']]",Needs inspection
['jx-eu-to-instinet2'],"{'statements': [{'class': 'org.batfish.datamodel.routing_policy.statement.If', 'comment': '~RMCLAUSE~jx-eu-to-instinet2~10~', 'falseStatements': [{'class': 'org.batfish.datamodel.routing_policy.statement.Statements$StaticStatement', 'type': 'ReturnLocalDefaultAction'}], 'guard': {'class': 'org.batfish.datamodel.routing_policy.expr.MatchPrefixSet', 'prefix': {'class': 'org.batfish.datamodel.routing_policy.expr.DestinationNetwork'}, 'prefixSet': {'class': 'org.batfish.datamodel.routing_policy.expr.NamedPrefixSet', 'name': 'jx-eu-to-instinet2'}}, 'trueStatements': [{'class': 'org.batfish.datamodel.routing_policy.statement.PrependAsPath', 'expr': {'class': 'org.batfish.datamodel.routing_policy.expr.LiteralAsList', 'list': [{'as': 14969, 'class': 'org.batfish.datamodel.routing_policy.expr.ExplicitAs'}, {'as': 14969, 'class': 'org.batfish.datamodel.routing_policy.expr.ExplicitAs'}, {'as': 14969, 'class': 'org.batfish.datamodel.routing_policy.expr.ExplicitAs'}]}}, {'class': 'org.batfish.datamodel.routing_policy.statement.Statements$StaticStatement', 'type': 'ReturnTrue'}]}]}",['ld6-nsw-0203b'],"[['statements=comment', '~RMCLAUSE~jx-eu-to-instinet2~10~'], ['statements=trueStatements=expr=class', 'org.batfish.datamodel.routing_policy.expr.LiteralAsList']]",Needs inspection
['jx-eu-to-jpmorgan2'],"{'statements': [{'class': 'org.batfish.datamodel.routing_policy.statement.If', 'comment': '~RMCLAUSE~jx-eu-to-jpmorgan2~10~', 'falseStatements': [{'class': 'org.batfish.datamodel.routing_policy.statement.Statements$StaticStatement', 'type': 'ReturnLocalDefaultAction'}], 'guard': {'class': 'org.batfish.datamodel.routing_policy.expr.MatchPrefixSet', 'prefix': {'class': 'org.batfish.datamodel.routing_policy.expr.DestinationNetwork'}, 'prefixSet': {'class': 'org.batfish.datamodel.routing_policy.expr.NamedPrefixSet', 'name': 'jx-eu-to-jpmorgan2'}}, 'trueStatements': [{'class': 'org.batfish.datamodel.routing_policy.statement.PrependAsPath', 'expr': {'class': 'org.batfish.datamodel.routing_policy.expr.LiteralAsList', 'list': [{'as': 14969, 'class': 'org.batfish.datamodel.routing_policy.expr.ExplicitAs'}, {'as': 14969, 'class': 'org.batfish.datamodel.routing_policy.expr.ExplicitAs'}, {'as': 14969, 'class': 'org.batfish.datamodel.routing_policy.expr.ExplicitAs'}]}}, {'class': 'org.batfish.datamodel.routing_policy.statement.Statements$StaticStatement', 'type': 'ReturnTrue'}]}]}",['ld6-nsw-0203b'],"[['statements=comment', '~RMCLAUSE~jx-eu-to-jpmorgan2~10~'], ['statements=trueStatements=expr=class', 'org.batfish.datamodel.routing_policy.expr.LiteralAsList']]",Needs inspection
['facebook-to-janest'],"{'statements': [{'class': 'org.batfish.datamodel.routing_policy.statement.If', 'comment': '~RMCLAUSE~facebook-to-janest~10~', 'falseStatements': [{'class': 'org.batfish.datamodel.routing_policy.statement.Statements$StaticStatement', 'type': 'ReturnLocalDefaultAction'}], 'guard': {'class': 'org.batfish.datamodel.routing_policy.expr.MatchAsPath', 'expr': {'class': 'org.batfish.datamodel.routing_policy.expr.NamedAsPathSet', 'name': 'facebook-to-janest-ucast-p1'}}, 'trueStatements': [{'class': 'org.batfish.datamodel.routing_policy.statement.SetMetric', 'metric': {'class': 'org.batfish.datamodel.routing_policy.expr.LiteralLong', 'value': 0}}, {'class': 'org.batfish.datamodel.routing_policy.statement.Statements$StaticStatement', 'type': 'ReturnTrue'}]}]}",['igm-nsw-inet1'],"[['statements=comment', '~RMCLAUSE~facebook-to-janest~10~'], ['statements=guard=class', 'org.batfish.datamodel.routing_policy.expr.MatchAsPath'], ['statements=trueStatements=class', 'org.batfish.datamodel.routing_policy.statement.SetMetric']]",Needs inspection
['lse-rps-to-janest'],"{'statements': [{'class': 'org.batfish.datamodel.routing_policy.statement.If', 'comment': '~RMCLAUSE~lse-rps-to-janest~10~', 'falseStatements': [{'class': 'org.batfish.datamodel.routing_policy.statement.Statements$StaticStatement', 'type': 'ReturnLocalDefaultAction'}], 'guard': {'class': 'org.batfish.datamodel.routing_policy.expr.MatchPrefixSet', 'prefix': {'class': 'org.batfish.datamodel.routing_policy.expr.DestinationNetwork'}, 'prefixSet': {'class': 'org.batfish.datamodel.routing_policy.expr.NamedPrefixSet', 'name': 'lse-rps-to-janest-mcast-p1'}}, 'trueStatements': [{'class': 'org.batfish.datamodel.routing_policy.statement.SetCommunity', 'expr': {'class': 'org.batfish.datamodel.routing_policy.expr.LiteralCommunitySet', 'communities': ['65014:11931']}}, {'class': 'org.batfish.datamodel.routing_policy.statement.SetMetric', 'metric': {'class': 'org.batfish.datamodel.routing_policy.expr.LiteralLong', 'value': 0}}, {'class': 'org.batfish.datamodel.routing_policy.statement.Statements$StaticStatement', 'type': 'ReturnTrue'}]}]}",['lse-nsw-l108b'],"[['statements=comment', '~RMCLAUSE~lse-rps-to-janest~10~'], ['statements=trueStatements=class', 'org.batfish.datamodel.routing_policy.statement.Statements$StaticStatement']]",Needs inspection
['goldman1-to-jx-eu'],"{'statements': [{'class': 'org.batfish.datamodel.routing_policy.statement.If', 'comment': '~RMCLAUSE~goldman1-to-jx-eu~10~', 'falseStatements': [{'class': 'org.batfish.datamodel.routing_policy.statement.Statements$StaticStatement', 'type': 'ReturnLocalDefaultAction'}], 'guard': {'class': 'org.batfish.datamodel.routing_policy.expr.MatchPrefixSet', 'prefix': {'class': 'org.batfish.datamodel.routing_policy.expr.DestinationNetwork'}, 'prefixSet': {'class': 'org.batfish.datamodel.routing_policy.expr.NamedPrefixSet', 'name': 'goldman1-to-jx-eu'}}, 'trueStatements': [{'class': 'org.batfish.datamodel.routing_policy.statement.SetLocalPreference', 'localPreference': {'class': 'org.batfish.datamodel.routing_policy.expr.LiteralLong', 'value': 190}}, {'class': 'org.batfish.datamodel.routing_policy.statement.Statements$StaticStatement', 'type': 'ReturnTrue'}]}]}",['ld6-nsw-0203b'],"[['statements=comment', '~RMCLAUSE~goldman1-to-jx-eu~10~'], ['statements=trueStatements=class', 'org.batfish.datamodel.routing_policy.statement.Statements$StaticStatement']]",Needs inspection
